participant,Instrument,play,familiar,vivid,rumbling-low,soft-singing,watery-fluid,direct-loud,nasal-reedy,shrill-noisy,percussive,pure-clear,brassy-metallic,raspy-grainy,ringing-long_decay,sparkling-brilliant,airy-breathy,resonant-vibrant,hollow,woody,muted-veiled,sustained-even,open,focused-compact
110,bass-drum,No,Extremely familiar,19,7,4,1,5,1,1,7,2,1,1,6,1,2,5,4,2,2,4,5,5
116,bass-drum,No,Moderately familiar,18,7,1,1,6,4,2,7,5,1,2,7,1,5,6,6,1,2,4,4,6
121,bass-drum,No,Very familiar,19,7,2,3,2,1,1,5,4,1,1,7,1,1,6,2,1,3,7,7,3
133,bass-drum,No,Very familiar,19,7,1,1,7,1,5,7,1,1,1,4,1,1,7,4,1,1,2,1,4
136,bass-drum,No,Moderately familiar,17,5,5,6,3,1,1,6,7,1,1,3,1,2,3,6,4,6,5,5,5
137,bass-drum,Yes,Extremely familiar,19,7,3,2,7,1,1,7,5,1,2,7,2,3,6,4,2,1,4,7,2
141,bass-drum,No,Very familiar,18,7,1,1,7,2,6,7,3,2,6,6,2,1,6,4,3,2,5,3,5
144,bass-drum,Yes,Extremely familiar,19,7,1,5,7,1,7,7,1,1,3,7,1,1,7,7,5,1,1,7,1
145,bass-drum,No,Extremely familiar,19,7,1,1,7,1,3,7,1,1,1,6,1,1,6,7,1,2,1,7,1
147,bass-drum,Yes,Extremely familiar,19,7,1,5,7,1,1,5,2,1,1,7,1,3,6,6,6,5,3,7,1
150,bass-drum,No,Moderately familiar,18,7,1,2,7,3,5,6,5,5,4,6,1,2,5,2,1,3,5,3,5
156,bass-drum,No,Moderately familiar,19,6,3,2,5,1,3,6,2,1,1,2,2,2,7,6,4,5,1,2,3
166,bass-drum,No,Very familiar,19,7,1,1,4,1,1,7,2,1,1,4,1,1,5,4,5,6,2,5,3
173,bass-drum,No,Very familiar,19,7,2,1,5,5,6,5,1,1,2,6,1,3,6,2,1,4,3,2,1
176,bass-drum,No,Moderately familiar,16,7,1,1,7,3,6,7,2,3,3,2,1,1,5,4,3,2,2,3,6
179,bass-drum,No,Moderately familiar,18,7,1,1,7,1,1,6,2,1,1,5,1,1,1,5,1,6,1,1,4
181,bass-drum,No,Very familiar,18,6,1,1,5,6,5,7,7,5,5,6,1,6,7,5,5,6,1,5,5
186,bass-drum,No,Very familiar,17,7,1,3,7,4,3,7,1,1,4,6,4,4,5,6,1,6,5,2,1
188,bass-drum,No,Very familiar,17,5,1,1,6,2,2,7,5,1,4,2,1,3,3,2,3,3,1,1,7
189,bass-drum,No,Extremely familiar,19,7,1,1,7,2,1,7,4,1,2,5,1,4,3,4,1,5,5,3,4
191,bass-drum,Yes,Extremely familiar,19,7,2,4,6,5,4,4,5,4,6,3,4,4,3,6,4,5,3,3,4
193,bass-drum,No,Very familiar,18,7,1,1,6,1,1,5,1,1,1,5,2,1,6,3,1,5,4,4,3
200,bass-drum,No,Very familiar,18,7,1,1,7,6,1,7,3,1,1,7,4,1,7,6,1,1,1,7,1
202,bass-drum,No,Very familiar,17,6,1,1,5,2,5,4,3,1,2,7,3,2,5,2,3,6,6,4,2
204,bass-drum,No,Very familiar,18,7,2,4,5,1,2,6,5,2,1,6,1,3,7,6,3,2,5,5,3
205,bass-drum,Yes,Very familiar,18,7,1,2,7,1,6,7,5,1,3,5,2,1,5,6,4,3,2,5,7
209,bass-drum,Yes,Moderately familiar,19,7,1,1,7,1,1,7,3,1,1,1,1,2,3,3,2,2,1,5,2
211,bass-drum,No,Very familiar,16,7,1,1,5,2,4,6,3,2,5,3,3,1,6,5,3,1,2,3,1
218,bass-drum,No,Moderately familiar,17,7,2,3,7,1,4,7,6,1,1,3,1,1,5,6,1,6,2,6,6
219,bass-drum,No,Extremely familiar,19,4,1,1,6,1,1,6,5,1,1,4,2,1,3,4,1,5,3,5,5
220,bass-drum,No,Extremely familiar,19,7,1,1,7,1,1,5,2,1,1,5,1,1,3,4,1,5,1,1,1
222,bass-drum,No,Moderately familiar,16,7,1,1,6,2,1,6,6,2,2,6,1,7,6,5,1,7,6,7,2
223,bass-drum,No,Moderately familiar,17,7,1,1,7,1,3,6,3,1,2,5,1,1,3,6,1,4,1,6,4
224,bass-drum,Yes,Extremely familiar,19,7,1,1,6,1,6,6,3,1,1,6,1,1,4,4,1,5,4,1,1
227,bass-drum,No,Very familiar,18,7,1,1,7,1,5,7,1,1,1,7,1,1,4,7,1,7,1,7,1
233,bass-drum,No,Very familiar,17,6,1,1,7,1,5,7,3,1,1,5,1,1,7,5,1,4,1,7,5
234,bass-drum,No,Very familiar,17,7,1,1,7,2,5,7,5,1,3,5,3,1,7,3,3,1,4,6,2
237,bass-drum,No,Moderately familiar,18,7,1,2,7,1,1,6,1,1,1,7,1,1,7,5,1,3,1,5,1
1,snare-drum,No,Very familiar,17,2,1,1,6,3,6,7,6,4,5,2,5,1,4,5,1,1,1,3,4
5,snare-drum,Yes,Extremely familiar,19,1,1,1,5,4,4,7,4,1,2,1,1,1,2,1,2,3,1,1,6
14,snare-drum,No,Very familiar,19,2,1,1,7,4,5,7,3,4,1,1,1,1,2,4,1,3,1,1,7
17,snare-drum,No,Extremely familiar,19,1,1,1,7,1,7,7,7,1,1,1,4,1,2,1,1,1,5,2,6
19,snare-drum,No,Very familiar,19,2,1,1,6,1,5,7,7,3,1,3,1,1,1,5,2,2,2,5,7
20,snare-drum,No,Moderately familiar,18,1,2,2,6,7,5,7,6,5,2,4,5,1,7,7,1,2,6,6,2
21,snare-drum,No,Extremely familiar,19,1,1,1,7,1,1,7,7,1,1,1,4,1,1,1,1,1,1,1,7
26,snare-drum,No,Very familiar,18,2,1,2,6,2,5,6,2,4,7,1,2,6,2,1,1,1,2,2,5
28,snare-drum,No,Extremely familiar,19,1,1,1,7,2,7,7,5,5,5,3,4,1,4,6,1,2,3,3,5
30,snare-drum,No,Very familiar,18,3,1,1,6,2,5,7,6,2,5,1,4,2,4,3,1,2,4,2,6
31,snare-drum,No,Extremely familiar,19,2,1,1,7,2,4,6,6,1,1,1,1,1,1,2,1,5,1,2,6
33,snare-drum,No,Moderately familiar,17,6,1,1,7,6,5,7,7,5,7,6,6,1,3,5,1,1,5,4,7
34,snare-drum,No,Very familiar,18,3,1,2,6,6,5,7,5,1,1,1,2,2,1,5,1,4,1,1,6
36,snare-drum,No,Extremely familiar,19,3,1,1,6,1,2,2,4,1,7,1,1,1,6,6,1,2,1,1,6
38,snare-drum,No,Extremely familiar,19,1,1,1,7,1,7,5,3,1,6,1,1,1,2,1,1,1,1,3,1
42,snare-drum,No,Moderately familiar,17,1,1,1,6,1,5,7,7,1,1,1,1,1,6,1,1,1,1,1,7
45,snare-drum,No,Very familiar,17,3,1,1,6,3,5,7,5,2,4,1,1,1,4,4,1,1,1,3,6
47,snare-drum,No,Very familiar,19,5,1,1,7,1,5,7,7,1,1,4,6,1,5,3,3,1,1,3,7
54,snare-drum,No,Extremely familiar,19,1,1,1,7,7,7,7,6,5,7,1,7,1,1,1,5,1,1,1,2
56,snare-drum,No,Extremely familiar,19,2,2,1,7,1,7,7,7,1,1,2,6,1,6,2,2,1,4,3,6
57,snare-drum,No,Very familiar,19,2,1,1,7,1,6,7,3,7,4,4,5,1,7,4,1,1,1,4,6
58,snare-drum,No,Very familiar,19,1,1,1,7,6,5,7,4,4,2,1,3,1,5,1,1,1,1,4,4
66,snare-drum,No,Extremely familiar,19,1,1,1,7,1,6,7,7,1,1,1,1,1,1,2,2,1,1,4,7
67,snare-drum,No,Extremely familiar,19,1,1,1,7,1,6,7,7,1,1,4,6,1,1,6,4,1,7,1,7
79,snare-drum,No,Extremely familiar,19,1,1,1,7,1,1,7,6,3,3,2,2,1,1,1,1,1,1,1,7
80,snare-drum,Yes,Extremely familiar,19,5,3,1,6,3,6,5,3,4,6,1,5,3,3,7,3,2,5,3,5
86,snare-drum,No,Very familiar,18,2,1,1,5,2,4,6,4,1,4,4,3,1,3,2,2,1,4,3,5
91,snare-drum,Yes,Very familiar,19,1,2,1,6,1,5,7,5,1,1,1,1,1,1,1,1,1,1,1,6
101,snare-drum,No,Extremely familiar,19,1,1,1,7,2,6,7,6,7,1,6,4,1,6,2,1,1,3,1,7
105,snare-drum,No,Moderately familiar,17,1,1,1,7,6,6,5,3,3,6,1,1,1,2,5,1,1,1,2,5
107,snare-drum,No,Very familiar,18,1,1,2,7,1,6,7,4,5,5,1,5,6,5,1,1,1,2,6,7
108,snare-drum,No,Moderately familiar,16,1,1,1,5,2,6,6,1,7,3,6,4,1,6,2,1,1,1,4,1
109,snare-drum,No,Very familiar,19,1,1,1,7,4,7,6,5,5,4,2,6,4,3,2,1,1,1,6,6
111,snare-drum,No,Very familiar,18,1,1,1,7,4,7,7,7,4,1,1,1,1,5,4,1,1,1,1,7
114,snare-drum,No,Very familiar,18,2,1,1,6,3,4,6,2,2,4,1,1,1,1,1,2,2,1,1,4
115,snare-drum,No,Extremely familiar,19,1,1,2,7,7,7,7,7,2,7,1,6,1,2,6,4,2,2,5,6
116,snare-drum,No,Very familiar,19,2,1,1,7,1,6,7,6,5,5,6,5,1,5,5,1,1,4,1,7
120,snare-drum,No,Moderately familiar,18,1,1,1,5,6,6,7,4,5,5,4,3,6,1,1,1,1,1,2,6
126,snare-drum,No,Extremely familiar,18,1,1,1,7,5,6,7,7,6,7,2,5,6,5,3,1,5,1,3,7
127,snare-drum,Yes,Extremely familiar,19,1,1,1,7,4,6,7,7,2,1,2,3,1,3,1,1,2,1,4,7
134,snare-drum,Yes,Extremely familiar,19,1,1,1,1,1,4,7,7,1,4,1,1,1,1,1,3,4,1,5,7
139,snare-drum,No,Very familiar,18,3,1,1,7,5,7,7,4,3,6,4,4,3,4,1,1,1,1,3,4
140,snare-drum,No,Extremely familiar,19,1,1,1,7,7,6,7,3,4,3,3,4,1,2,1,2,1,2,6,7
141,snare-drum,No,Extremely familiar,19,6,1,1,7,6,6,7,5,6,5,2,5,1,5,1,1,1,1,2,7
150,snare-drum,No,Moderately familiar,18,3,2,2,6,5,3,7,5,3,4,6,6,1,4,5,1,3,3,5,5
154,snare-drum,No,Very familiar,18,1,1,3,6,6,5,7,5,5,5,2,6,1,4,1,1,2,2,4,6
160,snare-drum,Yes,Extremely familiar,19,4,1,2,7,1,2,7,7,1,2,3,2,1,2,2,1,3,1,2,6
166,snare-drum,No,Extremely familiar,19,1,1,1,7,1,2,7,2,3,5,1,1,1,4,7,4,1,1,5,5
172,snare-drum,No,Very familiar,19,1,1,1,4,1,1,7,1,1,6,2,4,1,1,3,1,1,1,1,1
173,snare-drum,No,Very familiar,18,2,1,1,6,6,6,7,1,4,5,3,2,3,4,5,1,2,1,4,4
176,snare-drum,No,Moderately familiar,17,4,1,2,7,6,7,7,5,1,6,4,3,1,6,3,2,2,2,2,2
177,snare-drum,No,Very familiar,18,1,1,1,7,1,5,7,7,1,1,1,3,1,1,5,1,1,1,1,7
178,snare-drum,No,Very familiar,18,3,1,1,7,5,7,7,6,3,1,1,1,1,1,5,5,1,1,5,7
179,snare-drum,No,Moderately familiar,17,1,1,1,7,4,6,7,7,4,4,2,7,1,7,3,1,1,2,4,7
182,snare-drum,No,Moderately familiar,17,1,1,1,6,1,5,7,5,6,1,1,4,1,4,5,1,1,1,3,4
184,snare-drum,No,Extremely familiar,19,1,1,3,7,6,7,7,5,5,6,2,5,6,5,4,5,4,1,5,7
190,snare-drum,No,Very familiar,18,3,1,1,7,1,5,7,5,2,3,5,1,1,4,4,3,2,1,3,5
205,snare-drum,Yes,Very familiar,18,1,1,1,7,1,7,7,7,1,1,1,7,1,7,7,1,1,1,1,7
209,snare-drum,Yes,Very familiar,18,1,1,1,6,1,1,7,2,1,4,2,3,1,2,3,2,1,1,1,1
210,snare-drum,Yes,Very familiar,19,3,1,1,6,2,7,7,2,2,3,4,6,5,4,3,2,1,4,5,7
213,snare-drum,No,Moderately familiar,17,1,1,1,5,6,6,7,1,1,6,1,2,1,1,5,1,1,1,1,1
225,snare-drum,No,Moderately familiar,16,2,1,1,7,2,7,7,6,4,2,1,5,1,2,5,1,1,2,7,4
226,snare-drum,No,Moderately familiar,18,2,2,1,7,3,5,7,7,4,6,6,4,1,5,1,2,5,2,5,7
229,snare-drum,No,Extremely familiar,19,1,1,1,7,1,7,7,7,5,7,2,1,1,5,1,5,1,1,4,7
233,snare-drum,No,Moderately familiar,18,1,1,1,6,1,5,7,1,5,1,1,1,1,3,7,1,1,1,7,7
234,snare-drum,No,Very familiar,17,1,1,1,7,6,7,7,5,1,6,1,4,1,2,3,1,1,1,2,4
236,snare-drum,No,Very familiar,18,2,1,1,7,1,5,7,3,2,1,4,2,1,6,4,1,1,1,4,3
239,snare-drum,No,Very familiar,17,2,1,1,6,1,2,6,2,1,4,1,4,2,3,2,1,2,1,2,1
243,snare-drum,No,Very familiar,18,2,2,3,7,3,5,7,3,3,4,3,5,3,5,3,3,3,3,4,5
1,glockenspiel,No,Very familiar,18,1,3,1,3,1,5,7,7,6,1,7,7,1,6,1,1,1,6,3,6
13,glockenspiel,No,Extremely familiar,18,1,3,2,1,2,4,7,7,6,1,7,6,2,7,5,1,1,6,5,5
22,glockenspiel,No,Very familiar,16,1,4,1,1,4,5,7,5,7,1,7,7,6,1,1,1,1,4,1,1
32,glockenspiel,No,Extremely familiar,19,1,3,7,7,1,7,7,7,7,1,7,7,1,4,5,1,4,7,5,5
34,glockenspiel,No,Very familiar,18,1,2,5,6,2,7,7,5,6,1,2,6,1,5,1,2,2,2,2,5
37,glockenspiel,No,Moderately familiar,17,2,6,1,2,1,3,3,6,7,3,7,6,1,4,2,1,1,6,6,5
41,glockenspiel,No,Very familiar,18,1,6,5,1,1,1,5,7,2,1,6,6,1,3,5,3,3,4,5,5
48,glockenspiel,Yes,Extremely familiar,19,1,1,1,6,1,7,5,4,7,1,5,4,1,2,1,1,1,3,1,6
52,glockenspiel,No,Moderately familiar,18,1,4,4,5,1,5,7,6,7,1,5,7,1,5,1,1,1,1,1,5
54,glockenspiel,Yes,Extremely familiar,19,1,1,2,6,7,7,6,5,7,2,6,7,1,5,1,1,1,1,1,5
69,glockenspiel,No,Very familiar,18,1,6,5,3,1,2,4,7,4,1,6,7,1,7,2,1,1,4,5,3
71,glockenspiel,No,Very familiar,19,1,2,2,3,2,5,4,5,6,1,7,7,2,7,2,1,1,6,2,4
81,glockenspiel,No,Extremely familiar,19,1,2,1,6,1,7,7,3,7,1,7,7,3,7,1,1,1,2,5,2
87,glockenspiel,Yes,Extremely familiar,19,1,4,1,1,1,6,7,7,7,1,7,7,1,5,5,1,1,1,4,7
89,glockenspiel,No,Very familiar,17,1,5,2,1,1,1,6,7,6,1,7,7,1,5,1,1,1,7,2,7
90,glockenspiel,No,Moderately familiar,18,1,3,2,4,1,3,5,6,6,1,6,5,2,7,3,1,1,1,3,4
92,glockenspiel,No,Moderately familiar,17,1,3,1,6,3,6,7,7,7,1,6,7,1,7,1,1,1,4,6,7
95,glockenspiel,No,Extremely familiar,19,1,3,1,3,5,5,7,7,7,1,7,6,1,5,1,1,1,2,6,3
96,glockenspiel,No,Very familiar,18,1,4,3,1,1,3,4,4,4,1,7,7,1,6,2,1,1,4,5,4
101,glockenspiel,No,Moderately familiar,17,1,3,2,2,1,5,6,6,6,1,7,7,4,6,2,1,1,5,5,6
110,glockenspiel,No,Very familiar,19,1,2,2,2,1,5,7,5,6,1,4,6,1,4,6,1,4,5,6,5
115,glockenspiel,No,Extremely familiar,19,1,2,5,7,1,7,7,7,7,1,7,7,3,7,1,1,1,2,4,6
119,glockenspiel,No,Very familiar,19,1,4,2,1,1,2,6,7,5,1,7,7,1,7,1,1,1,1,4,3
124,glockenspiel,No,Very familiar,17,1,1,2,7,1,5,7,6,6,1,7,6,5,6,3,1,1,1,5,6
134,glockenspiel,No,Moderately familiar,18,1,2,1,1,3,4,5,7,5,1,4,7,3,3,1,1,2,1,5,6
137,glockenspiel,Yes,Extremely familiar,19,1,3,4,7,1,7,7,7,7,1,7,7,1,7,1,1,1,2,6,4
142,glockenspiel,No,Moderately familiar,17,1,3,1,1,1,1,5,6,6,1,6,4,1,5,1,1,2,6,3,5
143,glockenspiel,Yes,Very familiar,17,1,1,3,5,1,7,6,5,7,1,5,6,2,5,5,1,2,3,4,3
144,glockenspiel,No,Moderately familiar,17,3,2,2,2,5,5,6,2,5,5,6,4,1,6,3,1,1,4,5,2
145,glockenspiel,No,Moderately familiar,17,1,4,1,1,1,1,5,7,7,1,4,7,1,7,1,1,1,1,3,5
148,glockenspiel,Yes,Extremely familiar,19,1,1,2,7,1,7,7,5,7,1,4,7,1,3,5,1,1,5,3,4
149,glockenspiel,No,Extremely familiar,19,1,4,2,5,2,6,6,7,7,1,6,7,1,4,1,1,1,5,4,7
154,glockenspiel,No,Extremely familiar,19,1,1,4,5,2,5,7,7,5,1,6,7,4,5,3,1,2,4,6,5
158,glockenspiel,Yes,Extremely familiar,19,1,3,3,4,1,2,4,6,7,1,7,7,2,6,1,1,1,3,3,5
163,glockenspiel,No,Moderately familiar,16,1,2,5,1,1,1,7,7,6,1,2,7,2,1,5,1,1,1,1,7
164,glockenspiel,No,Moderately familiar,18,2,6,4,2,2,2,7,7,6,1,4,6,2,5,3,3,1,3,5,4
176,glockenspiel,Yes,Extremely familiar,18,1,6,5,5,2,5,7,6,7,1,6,7,1,7,6,2,4,3,5,1
178,glockenspiel,No,Moderately familiar,17,1,1,1,1,1,4,7,7,6,1,7,7,1,5,1,1,1,3,3,4
184,glockenspiel,No,Very familiar,18,1,4,4,3,1,4,5,7,6,2,7,7,6,6,2,1,1,2,5,3
186,glockenspiel,No,Very familiar,17,1,2,4,6,1,7,7,5,7,1,4,4,2,5,3,1,1,5,5,6
188,glockenspiel,No,Moderately familiar,16,1,2,3,3,2,5,7,6,5,2,6,5,2,5,2,2,2,5,2,4
192,glockenspiel,No,Moderately familiar,16,1,3,5,6,1,6,7,7,6,1,6,7,1,6,1,1,2,5,5,6
211,glockenspiel,No,Very familiar,18,1,3,1,3,1,6,6,4,5,2,6,6,4,5,1,1,2,4,4,4
213,glockenspiel,Yes,Moderately familiar,16,4,1,1,4,1,4,7,3,6,1,7,3,6,6,4,1,1,1,7,1
214,glockenspiel,No,Moderately familiar,16,1,1,6,5,1,5,7,7,7,1,5,7,1,3,5,1,1,2,4,7
217,glockenspiel,No,Extremely familiar,18,1,7,2,2,1,3,5,7,2,1,7,7,6,7,1,1,5,1,7,1
223,glockenspiel,No,Very familiar,17,1,1,1,2,1,1,4,7,5,1,3,6,1,5,3,1,1,3,3,6
228,glockenspiel,No,Moderately familiar,17,1,1,5,5,4,7,7,6,7,1,7,7,1,7,4,1,1,1,6,5
229,glockenspiel,No,Very familiar,19,1,1,2,7,2,7,6,7,7,1,7,7,2,3,3,1,1,1,5,5
232,glockenspiel,No,Extremely familiar,19,1,1,2,7,1,7,7,6,7,1,7,7,1,7,1,1,1,6,6,6
234,glockenspiel,No,Extremely familiar,18,1,7,5,1,1,1,4,7,5,1,5,7,1,5,1,1,1,4,5,6
235,glockenspiel,Yes,Extremely familiar,19,1,4,3,6,1,7,6,6,7,2,7,7,1,6,6,1,1,5,3,6
236,glockenspiel,No,Very familiar,18,1,2,1,4,1,5,6,6,4,1,5,5,1,6,2,1,1,5,4,5
238,glockenspiel,No,Very familiar,18,1,2,5,7,2,6,6,5,7,1,7,6,1,6,4,1,1,3,5,6
239,glockenspiel,No,Very familiar,17,1,2,1,3,2,2,6,5,6,1,4,2,1,3,2,1,1,2,2,2
241,glockenspiel,No,Moderately familiar,17,4,3,1,3,1,2,4,3,5,1,7,2,1,7,4,1,2,2,1,1
1,xylophone,No,Very familiar,17,1,1,2,7,2,6,7,4,1,2,2,6,1,3,6,7,2,1,2,4
4,xylophone,No,Very familiar,19,1,4,2,6,2,3,7,6,4,4,6,6,1,7,3,1,2,3,5,2
8,xylophone,No,Extremely familiar,19,1,1,1,4,1,7,7,7,2,1,6,7,2,7,7,7,3,4,6,7
16,xylophone,No,Moderately familiar,17,1,2,3,1,1,1,4,5,4,1,7,6,1,6,6,4,1,6,6,6
18,xylophone,Yes,Extremely familiar,19,1,1,1,6,1,6,7,6,1,1,2,3,1,5,2,6,2,1,2,7
30,xylophone,No,Moderately familiar,16,1,3,1,2,4,3,7,4,6,1,1,3,1,5,2,1,2,4,3,5
31,xylophone,No,Very familiar,17,1,3,2,2,5,3,6,6,1,1,3,2,1,2,2,4,6,2,4,6
34,xylophone,No,Very familiar,18,1,3,5,2,2,4,6,5,4,3,4,5,3,3,3,4,2,2,4,5
38,xylophone,No,Very familiar,19,1,1,1,2,1,1,7,5,1,1,1,1,1,1,6,7,1,1,2,7
39,xylophone,No,Moderately familiar,16,1,2,6,1,1,3,6,6,3,1,6,2,5,6,5,2,4,3,5,5
46,xylophone,No,Moderately familiar,16,1,1,1,4,3,4,6,7,1,1,2,6,1,5,2,7,1,3,1,6
48,xylophone,Yes,Extremely familiar,19,3,2,1,6,1,5,7,7,2,3,1,1,1,3,2,7,4,1,3,7
61,xylophone,Yes,Extremely familiar,19,1,1,2,6,1,1,7,7,1,1,2,4,3,4,6,7,1,1,6,6
62,xylophone,No,Very familiar,18,1,1,1,7,1,3,7,2,1,1,1,5,1,1,3,7,1,1,1,3
64,xylophone,No,Extremely familiar,19,1,3,1,5,1,7,7,7,7,1,6,7,1,5,3,1,1,7,6,7
66,xylophone,No,Extremely familiar,19,1,1,1,7,1,5,7,7,1,1,1,1,1,6,7,7,1,1,1,7
67,xylophone,No,Extremely familiar,19,1,3,6,6,1,1,7,6,7,1,1,7,1,6,4,1,1,4,1,5
69,xylophone,No,Very familiar,19,2,1,1,5,4,6,7,6,1,3,1,2,1,2,7,7,1,1,2,5
70,xylophone,No,Very familiar,17,1,1,1,3,1,3,7,6,5,1,2,6,1,2,7,5,3,2,5,6
71,xylophone,No,Very familiar,19,1,2,1,2,2,2,6,5,7,1,7,5,2,5,4,1,1,4,4,5
72,xylophone,Yes,Extremely familiar,19,1,1,2,7,1,7,7,7,1,1,5,5,1,4,6,7,4,1,2,7
75,xylophone,Yes,Extremely familiar,19,1,2,2,6,6,6,7,5,1,1,1,4,2,3,5,6,4,2,2,6
76,xylophone,No,Very familiar,18,1,3,5,5,7,7,7,7,7,1,7,6,1,6,2,4,5,5,3,7
87,xylophone,Yes,Extremely familiar,19,1,1,1,5,1,6,7,7,1,1,1,5,1,1,5,1,3,1,1,5
88,xylophone,No,Very familiar,18,3,2,1,2,1,1,7,5,3,1,4,4,1,4,5,6,2,1,5,6
95,xylophone,No,Extremely familiar,17,1,1,2,2,1,3,7,6,3,1,4,3,1,5,5,7,4,2,5,6
99,xylophone,No,Moderately familiar,16,1,1,1,3,1,1,6,4,3,1,1,2,1,3,3,1,1,1,4,4
102,xylophone,Yes,Very familiar,18,1,2,5,3,5,4,6,5,1,1,1,6,4,2,6,2,1,2,4,6
112,xylophone,No,Moderately familiar,17,1,4,5,4,1,3,5,7,6,1,7,6,1,7,2,2,3,6,5,6
117,xylophone,No,Extremely familiar,19,1,1,1,6,1,4,7,7,1,1,1,4,1,1,4,7,1,1,2,7
119,xylophone,No,Very familiar,19,5,1,1,5,1,3,7,5,1,1,2,1,1,3,4,7,4,1,4,6
120,xylophone,No,Moderately familiar,16,1,2,4,2,2,5,7,7,7,1,6,7,3,5,4,2,1,2,4,6
122,xylophone,No,Very familiar,19,5,1,4,5,1,2,7,6,1,1,7,4,3,5,7,7,5,1,3,5
123,xylophone,No,Moderately familiar,16,1,2,6,5,2,1,7,6,5,1,1,6,1,6,2,1,3,2,6,3
124,xylophone,No,Very familiar,17,1,1,1,6,6,5,7,6,1,1,2,2,4,3,6,7,6,1,5,6
132,xylophone,Yes,Very familiar,19,1,1,1,5,1,1,7,2,1,1,4,2,1,5,4,6,1,6,3,1
134,xylophone,No,Extremely familiar,18,1,1,1,1,1,1,7,5,1,1,1,5,1,2,3,5,3,1,6,6
140,xylophone,No,Moderately familiar,17,1,3,5,1,1,1,7,4,1,1,1,3,2,3,6,7,7,3,2,4
141,xylophone,No,Very familiar,18,1,1,1,5,1,6,6,6,2,1,1,5,1,2,3,5,1,2,4,7
143,xylophone,No,Moderately familiar,16,1,2,1,7,6,6,7,6,1,2,2,2,1,2,6,7,2,1,3,7
146,xylophone,No,Very familiar,16,1,6,1,1,1,1,5,5,5,1,4,6,1,2,1,5,2,2,5,2
147,xylophone,No,Extremely familiar,19,1,1,1,6,6,6,7,4,1,2,2,3,1,3,5,6,2,1,2,7
148,xylophone,Yes,Very familiar,19,1,1,1,7,1,7,7,4,1,2,1,1,1,1,7,7,1,1,1,7
156,xylophone,No,Moderately familiar,18,2,3,5,3,2,2,5,5,6,1,6,6,1,6,3,1,2,5,5,4
157,xylophone,Yes,Very familiar,18,2,2,1,5,1,5,7,5,1,1,2,1,2,5,5,7,1,1,1,1
160,xylophone,Yes,Extremely familiar,19,3,2,1,5,1,3,7,6,1,1,2,2,1,3,6,5,3,2,2,6
166,xylophone,No,Very familiar,19,1,2,1,2,1,3,7,6,5,1,4,7,1,6,1,2,1,3,4,6
169,xylophone,No,Moderately familiar,16,1,3,3,5,2,5,7,5,5,1,7,6,2,7,5,2,3,2,6,6
187,xylophone,No,Very familiar,18,1,1,6,5,3,7,7,6,5,2,2,7,2,2,5,6,2,2,3,7
196,xylophone,No,Moderately familiar,17,1,2,5,3,1,2,7,6,7,1,5,4,1,5,4,6,1,1,4,4
200,xylophone,No,Very familiar,19,1,1,1,7,1,7,7,7,6,1,5,7,1,7,1,1,4,1,1,6
214,xylophone,No,Moderately familiar,17,1,1,1,6,1,1,7,6,1,1,5,4,4,6,7,7,4,1,6,7
215,xylophone,No,Very familiar,16,1,2,5,2,1,2,7,5,1,2,2,2,4,6,4,6,2,1,6,2
220,xylophone,No,Extremely familiar,19,1,1,2,3,1,5,5,7,5,1,6,6,1,5,1,1,1,2,1,7
223,xylophone,No,Moderately familiar,16,2,1,3,1,1,1,5,5,1,1,4,1,1,4,6,2,3,2,2,2
228,xylophone,No,Moderately familiar,17,2,1,2,1,5,1,7,5,1,1,1,1,1,3,7,7,4,1,2,6
229,xylophone,No,Moderately familiar,16,4,1,3,5,1,6,7,4,5,4,5,5,3,5,4,7,3,1,3,5
231,xylophone,No,Very familiar,16,1,4,1,1,1,1,6,6,1,1,1,5,1,5,3,5,2,1,1,7
232,xylophone,No,Extremely familiar,19,2,3,3,5,1,4,7,5,1,1,5,5,2,6,2,1,2,6,7,7
233,xylophone,No,Moderately familiar,18,1,2,5,2,1,2,7,7,6,1,7,7,1,5,3,1,2,2,5,5
237,xylophone,No,Very familiar,18,1,1,1,1,1,2,5,7,7,1,7,7,1,7,7,5,2,1,5,3
238,xylophone,No,Very familiar,17,1,3,5,2,4,1,5,5,6,1,4,2,1,6,5,2,1,3,2,6
1,vibraphone,No,Very familiar,17,1,7,5,1,1,2,7,6,7,1,7,7,2,6,4,1,1,5,5,6
3,vibraphone,No,Very familiar,18,2,5,6,2,2,2,6,6,2,2,5,6,6,6,5,2,3,6,6,5
13,vibraphone,No,Moderately familiar,17,1,5,6,2,1,2,6,6,4,1,6,5,1,6,4,1,1,5,6,6
18,vibraphone,Yes,Extremely familiar,19,2,6,1,2,1,1,5,6,6,1,7,6,1,5,1,1,2,4,4,3
21,vibraphone,No,Very familiar,18,1,5,3,1,1,1,4,7,1,1,6,4,1,7,1,1,1,5,6,4
23,vibraphone,No,Very familiar,17,1,4,5,1,1,1,3,2,5,1,6,6,6,6,4,1,6,4,7,2
25,vibraphone,No,Moderately familiar,16,3,4,4,2,1,3,7,5,3,2,5,3,3,7,5,7,5,7,6,3
31,vibraphone,No,Very familiar,18,1,6,5,1,1,1,3,6,2,1,7,7,1,6,1,1,1,6,2,3
